"Historia","¿Qué país fue colonizador de México?","Portugal","España","Francia","Inglaterra","B","facil"
"Historia","¿Quién promulgó la Constitución de 1857?","Juárez","Santa Anna","Iturbide","Díaz","A","medio"
"Historia","La Revolución Francesa inició en:","1776","1789","1804","1812","B","medio"
"Historia","¿Qué tratado reconoció la independencia mexicana?","Tratado de Córdoba","Versalles","Guadalupe Hidalgo","Tordesillas","A","medio"
"Historia","¿Quién lideró la Independencia en etapa inicial?","Hidalgo","Morelos","Guerrero","Iturbide","A","facil"
"Historia","La Guerra de Reforma enfrentó a:","liberales y conservadores","España y México","EEUU y México","Francia y México","A","medio"
"Historia","Imperio de Maximiliano fue apoyado por:","Francia","España","Inglaterra","Alemania","A","medio"
"Historia","¿Qué evento ocurrió en 1917?","Constitución Mexicana","Independencia","Reforma","Porfiriato","A","facil"
"Historia","Primera Guerra Mundial inició en:","1914","1939","1929","1900","A","medio"
"Geografía","Capital de Brasil:","Brasilia","Río de Janeiro","Sao Paulo","Lima","A","medio"
"Geografía","País más grande del mundo:","China","EEUU","Rusia","Canadá","C","medio"
"Geografía","Volcán más alto de México:","Pico de Orizaba","Popocatépetl","Iztaccíhuatl","Nevado de Toluca","A","medio"
"Geografía","El Amazonas desemboca en el:","Atlántico","Pacífico","Índico","Ártico","A","medio"
"Geografía","Clima árido significa:","seco","frío","húmedo","tropical","A","facil"
"Geografía","Latitud mide:","distancia norte-sur","distancia este-oeste","altura","temperatura","A","medio"
"Geografía","Longitud se mide desde:","Greenwich","Ecuador","Trópico de Cáncer","Trópico de Capricornio","A","medio"
"Geografía","México pertenece a la región de:","América del Norte","Europa","Asia","África","A","facil"
"Geografía","La capa de ozono protege de:","radiación UV","frío","calor","lluvia","A","medio"
"Geografía","El ecuador divide hemisferios:","norte y sur","este y oeste","occidente y oriente","frío y cálido","A","facil"
"Formación Cívica y Ética","La soberanía reside en:","el pueblo","el presidente","el ejército","la iglesia","A","medio"
"Formación Cívica y Ética","El respeto implica:","reconocer derechos","imponer voluntad","competir","ignorar","A","medio"
"Formación Cívica y Ética","La democracia se ejerce mediante:","voto libre","monarquía","imposición","dictadura","A","facil"
"Formación Cívica y Ética","Un valor cívico es:","honestidad","riqueza","poder","fama","A","medio"
"Formación Cívica y Ética","La igualdad prohíbe:","discriminación","competencia","trabajo","educación","A","medio"
"Formación Cívica y Ética","Los derechos humanos son:","universales","temporales","opcionales","condicionales","A","medio"
"Formación Cívica y Ética","La Constitución es la:","ley suprema","reglamento escolar","manual interno","acuerdo privado","A","facil"
"Formación Cívica y Ética","La participación ciudadana fortalece la:","democracia","autoritarismo","imperio","monarquía","A","medio"
"Formación Cívica y Ética","El pluralismo implica:","diversidad de ideas","una sola ideología","autoridad única","imposición","A","dificil"
"Formación Cívica y Ética","La justicia busca:","equidad","ventaja personal","imposición","castigo excesivo","A","medio"
